,Drug1_ID,Drug1_SMILES
2781,3040.0,CN[C@@H](C)[C@@H](O)c1ccccc1
2782,6010.0,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
2783,4740.0,Nc1ccc2nc(N)nc(N)c2c1
2784,5619.0,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
2785,7817.0,CCO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3
2786,1925.0,CCCn1c(=O)c2nc(C3CCCC3)[nH]c2n(CCC)c1=O
2787,8958.0,NS(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3ncnn23)cc1
2788,1434.0,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1
2789,3801.0,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN
2790,7001.0,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@@H](CC(=O)NO)CC(C)C
2791,6103.0,N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21
2792,3439.0,COc1ccc(-n2nc(CCC(=O)N(C)O)cc2-c2ccc(Cl)cc2)cc1
2793,7252.0,Cc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc2ccccc2)c1
2794,4953.0,NCc1ccc(NC(=O)C(=O)O)cc1
2795,7380.0,O=P(O)(O)OC[C@@H](O)[C@@H](O)c1c[nH]c2ccccc12
2796,2870.0,Cc1nc(C)c(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCN(C)CC4)cccc2-3)s1
2797,6257.0,OC[C@H]1OC(O)[C@H](O)[C@H](O)[C@@H]1O
2798,7837.0,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N
2799,3246.0,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2
2800,8300.0,N=C(O)c1c[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)ccc1[C@H](O)C(=O)C[C@H](N)C(=O)O
2801,4338.0,Fc1ccc2c(CCNCc3cccc(OCC(F)(F)C(F)F)c3)c[nH]c2c1
2802,7875.0,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
2803,DB00692,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
2804,5488.0,O=[N+]([O-])c1cncn1CCN1CCOCC1
2805,2325.0,CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1
2806,3493.0,COc1ccc(O)cc1
2807,524.0,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O
2808,6135.0,OCc1ccc(F)cc1F
2809,5178.0,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O
2810,8331.0,N[C@@H](Cc1cn(OO)c2ccccc12)C(=O)O
2811,4842.0,N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cn1
2812,7926.0,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12
2813,7799.0,N=C(N)NCCC[C@@H]1N=C(O)[C@@H]2CCCN2C1=O
2814,6809.0,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=NNC(=O)C(O)(c5ccccc5)c5ccccc5)CC[C@]4(C)[C@H]3CC[C@]12C
2815,6569.0,O=[Mo](=O)S
2816,6666.0,[Cl-].[Cl-].[Zn+2]
2817,DB01162,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
2818,DB01406,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C
2819,9010.0,C[C@]12CC[C@H]3[C@@H](CC[C@@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
2820,4858.0,Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
2821,3320.0,COc1ccc(OC)c(Cc2nc3nc(F)nc(N)c3[nH]2)c1
2822,7509.0,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C(O)=C4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1
2823,7169.0,CC(=N)NCCC[C@H](NC(=O)c1ccccc1)C(N)=O
2824,9622.0,[Pt]
2825,9460.0,CC(=O)CCC(=O)[O-].CC(=O)CCC(=O)[O-].[Mg+2]
2826,3485.0,COc1ccc(Cl)cc1-c1cc(=O)[nH]c(=S)n1CC(N)=O
2827,1782.0,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC
2828,7720.0,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(O)C(C)=O
2829,9378.0,CCCCCC/C=C/[C@H]1[C@H]2C[C@H](N=N2)[C@@H]1C/C=C\CCCC(=O)O
2830,74.0,C1CC1
2831,DB01222,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
2832,6988.0,C[C@H](O)[C@H](O)C1=Nc2c(O)nc(=N)[nH]c2NC1
2833,DB00675,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
2834,1258.0,Cc1cc(Oc2ccc3c(c2)OCO3)nc(Oc2ccc(-n3ccnc3)cc2)n1
2835,9328.0,N=C(O)/C=C/C(C[SH](=O)=O)=C(/Nc1c(C=O)cc2ccccn12)C(=O)O
2836,6467.0,O=P(O)(O)O[C@H]1O[C@@H](CO[V](=O)(=O)O)[C@H](O)[C@@H](O)[C@@H]1O
2837,2813.0,CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1
2838,4282.0,O=P1(NCCCl)OCCCN1CCCl
2839,DB00207,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
2840,DB00496,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
2841,6588.0,[223Ra+2]
2842,3708.0,CO[P@@](=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12
2843,323.0,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(N)c2)n1
2844,274.0,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
2845,1875.0,CCCCOC(=O)c1ccc(O)cc1
2846,6596.0,[67Ga+3]
2847,1726.0,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C
2848,7388.0,O=P(O)(O)OC[C@@H](O)[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
2849,5790.0,O=C(O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O
2850,7267.0,NCCCC[C@@H](N)C(=O)O
2851,4053.0,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2OS(=O)(=O)O
2852,7367.0,O=c1n(C[C@@H](O)[C@@H](O)[C@H](O)CO)c2nc(O)nc(O)c2n1CCCOP(=O)(O)O
2853,786.0,CC(O)(C(=O)O)c1ccccc1
2854,DB01182,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
2855,1713.0,CCCCCCCCCCCCCCCCCC(=O)O
2856,1998.0,CCN(C)Cc1cnc(C)nc1N
2857,DB00575,Clc1cccc(Cl)c1NC1=NCCN1
2858,DB00565,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC
2859,DB01106,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1
2860,6205.0,O=P(O)(O)/C=C/[C@@H](O)[C@@H](O)[C@H](O)CCO
2861,5963.0,O=c1cc(O)c(Cl)c[nH]1
2862,3959.0,CC(=O)N[C@@H](C)C(=O)O
2863,4114.0,C[S@@](=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
2864,6360.0,O=P(O)(O)C(F)(F)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(c2ccc(F)c(F)c2)n2nnc3ccccc32)cc1
2865,4919.0,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
2866,8647.0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)N=C(O)[C@@H]2CCCN2)[C@@H](O)[C@H]1O
2867,1611.0,CCCCc1nc2c(=O)[nH][nH]c(=O)c2[nH]1
2868,8980.0,CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1
2869,3596.0,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC
2870,2856.0,CN1CCN(c2cccc3[nH]c(=O)oc23)CC1
2871,1950.0,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OCC)c1
2872,2860.0,CN1CCN(c2ccc(Cc3cc4cnc(CN)nc4n3C3CCCCC3)cc2)CC1
2873,9319.0,Cc1ccc(OCC[P@H](=O)[O-])cc1
2874,6117.0,O=S(=O)(O)CCNC(CO)(CO)CO
2875,1010.0,Cc1ccc(NCCCN)c([N+](=O)[O-])c1
2876,2505.0,CN(C)C(=S)SC(=S)N(C)C
2877,2164.0,CCOC(=O)C1(c2ccccc2)CCCN(C)CC1
2878,3921.0,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O
2879,6105.0,O=C(O)C(=O)CO
2880,9542.0,[Ne]
2881,6640.0,CC(=O)Oc1ccccc1C(=O)[O-].CC(=O)Oc1ccccc1C(=O)[O-].NC(N)=O.[Ca+2]
2882,DB06702,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1
2883,2892.0,Cc1cc(=O)n(-c2ccccc2)n1C
2884,2706.0,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
2885,8313.0,N[C@@H](Cc1ccc(I)cc1)C(=O)O
2886,8436.0,COC[C@H]1C[C@@H](c2ncc(-c3ccc4c(c3)COc3cc5c(ccc6nc([C@@H]7CC[C@H](C)N7C(=O)[C@@H](N=C(O)OC)C(C)C)[nH]c65)cc3-4)[nH]2)N(C(=O)[C@H](N=C(O)OC)c2ccccc2)C1
2887,DB00626,CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1
2888,2347.0,CC[C@@H](C)O
2889,902.0,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1
2890,5415.0,O=C1CCCCc2cnn3c(NC4CC4)nc(nc23)Nc2cccc(c2)N1
2891,6170.0,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO
2892,2383.0,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC
2893,6044.0,Oc1ccc(Cl)cc1
2894,5792.0,O=C(O)CNC(=O)CCCC(=O)NCc1ccc([N+](=O)[O-])cc1
2895,8515.0,CCCCCC(=O)OC[C@H](O)COP(=O)(O)O
2896,1101.0,Cc1ccc(C)c(N)c1
2897,7880.0,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
2898,DB00402,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
2899,5632.0,O=C(O)c1ccc(-c2ccc([N+](=O)[O-])cc2Cl)o1
2900,8252.0,CSCC[C@@H](NC(=O)CCC(=O)O)C(=O)O
2901,4106.0,CC(C)=CCC[N@H+](C)[C@@H]1CC=C(C)CC1
2902,5379.0,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1
2903,888.0,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1
2904,8088.0,O=C(c1ccc2ccccc2c1)[C@@H](c1cccc2ccccc12)P(=O)(O)O
2905,1082.0,Cc1cc(O[C@@H](CCC(F)(F)F)c2ccc(C(=O)NCCC(=O)O)cc2)cc(C)c1-c1ccc(C(C)(C)C)cc1
2906,1530.0,CCCC(=O)N1CCCN(c2nc3cc(OC)c(OC)cc3c(=N)[nH]2)CC1
2907,869.0,Cc1ccn(-c2ccc3c(c2)NCC3(C)C)c(=O)c1-c1ccc2nc(N)ncc2c1
2908,9266.0,CC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1
2909,5896.0,Cc1cc(=O)n(-c2ccccc2)n1C.OC(O)C(Cl)(Cl)Cl.OC(O)C(Cl)(Cl)Cl
2910,5862.0,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
2911,5346.0,CC1=[O+][Fe-3]2345ON1CCC[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](C(=O)O)[C@@H](O)[C@H]1S[C@@H](n6cc/c(=N/C(N)=O)n(C)c6=O)[C@@H](O)[C@@H]1O)NC(=O)[C@@H](CCCN(O2)C(C)=[O+]3)NC(=O)[C@H](N)CCCN(O4)C(C)=[O+]5
2912,7456.0,O=C1N2C=C(c3ccc(O)cc3)N[C@@H](Cc3ccccc3)C2=N[C@@]1(Cc1ccc(Br)cc1)OO
2913,5985.0,O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
2914,9588.0,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1
2915,1762.0,CCCCCCCCCCOCO
2916,6806.0,C=CCOC(=O)N[C@@H](Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)cc1)C(=O)NCCCCOc1cccc(O)c1C(=O)OC
2917,521.0,CC1=C(C)C(=O)C(CC[C@](C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)=C(C)C1=O
2918,8342.0,CC(C)C[C@H](C[C@H](O)[C@@H](N)CC1CCCCC1)C(=O)O
2919,4764.0,Nc1nc(O)c(Br)c(-c2ccccc2)n1
2920,3775.0,CSCC[C@H](N)[PH](=O)O
2921,DB09156,COCC(O)=Nc1c(I)c(C(=O)N(C)CC(O)CO)c(I)c(C(O)=NCC(O)CO)c1I
2922,608.0,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(Cl)cc2)CC1
2923,8026.0,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
2924,2028.0,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
2925,9287.0,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1
2926,4156.0,C/C=C/C[C@@H](C)C(=O)[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
2927,3381.0,COc1ccc2c(c1)c(CC(=O)O)c(C)n2Cc1ccccc1
2928,1301.0,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O
2929,210.0,CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O
2930,8610.0,O=C(N[C@@H]1Cc2ccccc2NC1=O)c1cc2cc(Cl)sc2[nH]1
2931,DB00283,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1
2932,6745.0,CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
2933,383.0,CC(C)(CCCCOCCCCC(C)(C)C(=O)O)C(=O)O
2934,8834.0,N=C(O)[C@H]1C=[N+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1=O
2935,4689.0,Nc1ncnc2c1ncn2CCOCP(=O)(O)O
2936,9572.0,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1
2937,DB00493,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
2938,DB00499,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
2939,DB00671,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1
2940,1997.0,CCN(C)C(C)C=C(c1cccs1)c1cccs1
2941,41.0,c1ccn(CCOc2ccc3[nH]ccc3c2)c1
2942,5704.0,O=C(O)Cc1ccc([N+](=O)[O-])cc1
2943,7529.0,C[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O
2944,3871.0,C[C@@H]1CC[C@H]([C@@H](O)C(F)(F)F)N1c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1
2945,DB06708,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1
2946,7697.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O
2947,4330.0,O=c1cc(C(F)(F)F)c2cc(N(CC(F)(F)F)CC(F)(F)F)ccc2[nH]1
2948,3538.0,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1
2949,3613.0,COCCOc1cc(C)nc(N)n1
2950,DB00863,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
2951,DB08864,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1
2952,DB00205,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
2953,2814.0,CN1CC(=O)NC1=N
2954,6690.0,[Cu]12S34[Cu]5[Cu]13[Cu]254
2955,6007.0,O=C1C(c2ccc(O)cc2)=C(Br)c2ccc(O)cc21
2956,1626.0,CCCCCc1cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c1
2957,2970.0,CNC(C)(C)Cc1ccccc1
2958,288.0,CC(C)(C(=O)c1cccnc1)c1cccnc1
2959,5917.0,O=C(N/N=C/c1cc(Br)c(O)c(Br)c1O)c1ccc(Cl)cc1
2960,5045.0,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
2961,2709.0,Cn1c(=O)[nH]c2c(=O)[nH]c(=O)[nH]c21
2962,7706.0,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
2963,1929.0,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C
2964,879.0,Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C
2965,6831.0,CCCCCCOC(=O)CCC(=O)CN
2966,5374.0,O=C(Nc1c[nH]nc1-c1nc2ccccc2[nH]1)c1ccccc1
2967,407.0,CC(C)(N)Cc1ccccc1
2968,2671.0,CN(CCO)c1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12
2969,8656.0,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CCC2CCCCC2)cc1
2970,DB00888,CN(CCCl)CCCl
2971,1033.0,Cc1cc(C#Cc2ccccc2CNn2ccoc2=O)nc(N)n1
2972,DB00301,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
2973,5319.0,O.O.O.O.O.O.O.O.O.O.O.O.O=C([O-])[O-].[Al+3].[Al+3].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2]
2974,1992.0,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1
2975,4482.0,N=C(N)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)nc2c1
2976,3235.0,COc1ccccc1OCC(O)COC(N)=O
2977,DB00747,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21
2978,8812.0,O=C1N(Cc2ccccc2)[C@H](COc2ccccc2)[C@H](O)[C@@H](O)[C@@H](COc2ccccc2)N1Cc1ccccc1
2979,2499.0,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1
2980,6323.0,O=CN(O)CCP(=O)(O)O
2981,3825.0,CC(=O)[C@@H](C)O
2982,DB00279,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
2983,DB09274,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4
2984,8881.0,O=P(O)(O)OC[C@H]1O[C@@]2(N=C(O)N=C2O)[C@H](O)[C@@H]1O
2985,3619.0,COCCOCCOCCOc1ccc(C(C)(C)CC(C)(C)C)cc1
2986,2284.0,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
2987,1496.0,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
2988,DB00322,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
2989,1680.0,CCCCCCCCCCCC(=O)O
2990,8600.0,O=C([C@@H]1CC(F)(F)CN1C(=O)CCN1C(=O)c2ccccc2C1=O)N1CCCC1
2991,858.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C
2992,2695.0,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1
2993,6228.0,O=C[C@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
2994,7814.0,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1
2995,5149.0,N[C@@H](CC(=O)N1CCCNC(=O)C1CC(F)(F)F)Cc1cc(F)c(F)cc1F
2996,8525.0,CCCCC/C=C\C[C@H](O)/C=C/CC(=O)CCCCC(=O)O
2997,2574.0,CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21
2998,3042.0,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1
2999,271.0,CC(=[NH2+])C(=O)[O-]
3000,1036.0,Cc1cc(C(=O)NNCc2ccccc2)no1
3001,3916.0,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F
3002,6093.0,Oc1ncnc2nc[nH]c12
3003,4065.0,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O
3004,5989.0,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12
3005,3968.0,C[C@H](NCCn1cnc2c1c(=O)n(C)c(=O)n2C)[C@H](O)c1ccccc1
3006,8518.0,O=C(CO)[C@H](O)[C@@H](O)COP(=O)(O)O
3007,DB00553,COc1c2occc2cc2ccc(=O)oc12
3008,8862.0,Nc1ncnc2c([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)[nH]nc12
3009,6278.0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
3010,437.0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)O
3011,2494.0,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
3012,5870.0,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1
3013,DB00379,Cc1cccc(C)c1OCC(C)N
3014,3371.0,COc1cccc(/C=N/N(C(=O)C(F)(F)F)c2ccc(C)cc2C)c1
3015,5413.0,O=C1C=C(Nc2nnn[nH]2)CCC1
3016,4269.0,Clc1c[nH]c2ncnc(N3CCc4[nH]cnc4C3)c12
